ID;Internal ID;;;;RbcL_ID;RbcL_based_taxa;Type
EF113467.1_1006;N2079;;;;MN401194.1;Eustigmatophyceae;
KY710899.1_490;N1975;;;;KX354385.1;Eustigmatophyceae;
KM438414.1_794;N1980;;;;KX354386.1;Eustigmatophyceae;
EF113459.1_1010;N2005;;;;ptMAG_rbcL_115;Chrysophyceae;
KY710898.1_491;N1992;;;;HF549074.1;Chrysophyceae;
KM462874_1259;N2015;;;;MH795132;Chrysophyceae;
NC_025542_1350;N2032;;;;ptMAG_rbcL_66;Chrysophyceae;
ptMAG_rbcL_168_231;N1271;;;;ptMAG_rbcL_5;Chrysophyceae;
KM462883_1262;N1282;;;;ptMAG_rbcL_76;Chrysophyceae;
AP017927_1233;N1185;;;;NC_040135;Chrysophyceae;
NC_084269_1410;N1180;;;;ptMAG_rbcL_68;Chrysophyceae;
JX018187.1_945;N1189;;;;MH795129;Chrysophyceae;
OQ208932.1_309;N1216;;;;ptMAG_rbcL_52;Chrysophyceae;
MF278346.1_605;N1941;;;;NC_040134;Chrysophyceae;
JX018186.1_946;N1930;;;;ptMAG_rbcL_107;Chrysophyceae;
MN334216.1_445;N1951;;;;MH795128;Chrysophyceae;
KY710857.1_507;N1956;;;;ptMAG_rbcL_102;Chrysophyceae;
KY283835.1_639;N1770;;;;ptMAG_rbcL_60;Chrysophyceae;
AF212144.1_471;N1817;;;;ptMAG_rbcL_81;Chrysophyceae;
LK022434.1_818;N1307;;;;ptMAG_rbcL_110;Chrysophyceae;
KU059765_1278;N1340;;;;ptMAG_rbcL_90;Chrysophyceae;
KY819063_1287;N2617;;;;ptMAG_rbcL_99;Chrysophyceae;
LN810504_1293;N2631;;;;ptMAG_rbcL_103;Chrysophyceae;
NC_013359_1333;N2652;;;;EF165167.1;Chrysophyceae;
NC_039524_1382;N2637;;;;ptMAG_rbcL_92;Chrysophyceae;
KY819066_1289;N977;;;;ptMAG_rbcL_46;Chrysophyceae;
KX808497_1284;N986;;;;ptMAG_rbcL_87;Chrysophyceae;
LK022433.1_819;N969;;;;ptMAG_rbcL_73;Chrysophyceae;
MH591108_1306;N960;;;;EF165164.1;Chrysophyceae;
OK189524_1415;N952;;;;ptMAG_rbcL_230;Chrysophyceae;
OQ349515_1432;N939;;;;ptMAG_rbcL_36;Chrysophyceae;
OK189528_1417;N2676;;;;ptMAG_rbcL_61;Chrysophyceae;
KU979013_1281;N2679;;;;ptMAG_rbcL_212;Chrysophyceae;
OK189529_1418;N2688;;;;ptMAG_rbcL_216;Chrysophyceae;
OK189531_1419;N2831;;;;EF165162.1;Chrysophyceae;
OK189527_1416;N2801;;;;EF165163.1;Chrysophyceae;
AB038487.1_1053;N2708;;;;ptMAG_rbcL_85;Chrysophyceae;
AB619272.1_875;N666;;;;ptMAG_rbcL_43;Chrysophyceae;
FJ432642.1_797;N605;;;;ptMAG_rbcL_40;Chrysophyceae;
NC_039526_1384;N494;;;;OQ466208.1;Chrysophyceae;
FJ432649.1_795;N673;;;;ptMAG_rbcL_93;Chrysophyceae;
NC_039522_1380;N905;;;;ptMAG_rbcL_95;Chrysophyceae;
MT783050.1_439;N686;;;;OQ466205.1;Chrysophyceae;
MK792749_1315;N482;;;;EF165158.1;Chrysophyceae;
MG753774_1449;N461;;;;ptMAG_rbcL_62;Chrysophyceae;
NC_031368_1372;N429;;;;ptMAG_rbcL_80;Chrysophyceae;
NC_039523_1381;N2850;;;;ptMAG_rbcL_57;Chrysophyceae;
AB619258.1_877;N2839;;;;OQ466175.1;Chrysophyceae;
KM186533.1_820;N413;;;;ptMAG_rbcL_72;Chrysophyceae;
MH591102_1304;N412;;;;ptMAG_rbcL_98;Chrysophyceae;
MT783074.1_463;N1144;;;;ptMAG_rbcL_83;Chrysophyceae;
FJ432643.1_796;N1139;;;;ptMAG_rbcL_78;Chrysophyceae;
KY819065_1288;N1129;;;;ptMAG_rbcL_50;Chrysophyceae;
OR426990.1_322;N2458;;;;ptMAG_rbcL_213;Chrysophyceae;
NC_039520_1379;N2465;;;;ptMAG_rbcL_82;Chrysophyceae;
MT783143.1_462;N2438;;;;ptMAG_rbcL_79;Chrysophyceae;
MT783044.1_440;N2449;;;;ptMAG_rbcL_94;Chrysophyceae;
NC_039525_1383;N2357;;;;HF549072.1;Chrysophyceae;
MH591104_1305;N2378;;;;ptMAG_rbcL_91;Chrysophyceae;
ON584177_1420;N2214;;;;ptMAG_rbcL_54;Chrysophyceae;
FJ432640.1_798;N2265;;;;ptMAG_rbcL_225;Chrysophyceae;
NC_026796_1353;N2114;;;;ptMAG_rbcL_106;Chrysophyceae;
MH591112_1307;N2122;;;;ptMAG_rbcL_56;Chrysophyceae;
NC_039527_1385;N2141;;;;ptMAG_rbcL_219;Chrysophyceae;
AY942172.1_700;N2144;;;;ptMAG_rbcL_59;Chrysophyceae;
AB700352.1_874;N2091;;;;ptMAG_rbcL_53;Chrysophyceae;
AP014542_1231;N2080;;;;AF155877.1;Chrysophyceae;
AY942175.1_699;N1977;;;;EF165149.1;Chrysophyceae;
AB619262.1_876;N1988;;;;EF165154.1;Chrysophyceae;
AP014543_1232;N1981;;;;EF165150.1;Chrysophyceae;
KM462872_1258;N2007;;;;EF165152.1;Chrysophyceae;
HQ317294.1_647;N2002;;;;AF015572.1;Chrysophyceae;
NC_025548_1351;N1993;;;;ptMAG_rbcL_96;Chrysophyceae;
ptMAG_rbcL_176_239;N2027;;;;EF165151.1;Chrysophyceae;
KM462884_1263;N2016;;;;EF165155.1;Chrysophyceae;
KT253163.1_778;N2034;;;;ptMAG_rbcL_48;Chrysophyceae;
KT253161.1_779;N1272;;;;AF015571.1;Chrysophyceae;
HG793063.1_825;N1277;;;;ptMAG_rbcL_49;Chrysophyceae;
ptMAG_rbcL_145_208;N1284;;;;ptMAG_rbcL_69;Chrysophyceae;
NC_018569_1336;N1182;;;;ptMAG_rbcL_67;Chrysophyceae;
EF589155.1_515;N1205;;;;ptMAG_rbcL_4;Chrysophyceae;
OQ208937.1_306;N1190;;;;KJ877675;Chrysophyceae;
ptMAG_rbcL_157_220;N1217;;;;ptMAG_rbcL_89;Chrysophyceae;
FJ217383.1_754;N1224;;;;ptMAG_rbcL_104;Chrysophyceae;
EF012701.1_764;N1947;;;;ptMAG_rbcL_77;Chrysophyceae;
NC_025540_1348;N1942;;;;EF165179.1;Chrysophyceae;
NC_025524_1341;N1931;;;;EF165176.1;Chrysophyceae;
EF113435.1_1016;N1952;;;;ptMAG_rbcL_100;Chrysophyceae;
KR154344.1_790;N1958;;;;ptMAG_rbcL_74;Chrysophyceae;
ON986220_1422;N1771;;;;AF015570.1;Chrysophyceae;
MN938474.1_472;N1778;;;;ptMAG_rbcL_45;Chrysophyceae;
KR154341.1_791;N1818;;;;ptMAG_rbcL_88;Chrysophyceae;
MG495094.1_573;N1865;;;;EF165184.1;Chrysophyceae;
ON986224_1424;N1308;;;;NC_056910;Chrysophyceae;
EF113428.1_1019;N1321;;;;ptMAG_rbcL_6;Chrysophyceae;
NC_025526_1343;N1662;;;;ptMAG_rbcL_64;Chrysophyceae;
NC_072904_1409;N1341;;;;AF155876.1;Chrysophyceae;
ON986221_1423;N2618;;;;EF165180.1;Chrysophyceae;
NC_072903_1408;N2621;;;;EF165182.1;Chrysophyceae;
KT950845.1_437;N2653;;;;ptMAG_rbcL_65;Chrysophyceae;
NC_072900_1407;N2638;;;;EF165181.1;Chrysophyceae;
KP202851.1_792;N2645;;;;ptMAG_rbcL_38;Raphidophyceae;
ON986219_1227;N983;;;;LC269919;Raphidophyceae;
ptMAG_rbcL_130_193;N978;;;;AF015581.1;Raphidophyceae;
ptMAG_rbcL_215_278;N987;;;;DQ273989.1;Raphidophyceae;
ptMAG_rbcL_158_221;N961;;;;ptMAG_rbcL_111;Pelagophyceae;
NC_066823_1400;N964;;;;ptMAG_rbcL_84;Pelagophyceae;
KT693213.1_626;N954;;;;CM075647;Pelagophyceae;
DQ481216.1_697;N949;;;;AF015580.1;Pelagophyceae;
KX507373_1220;N940;;;;ptMAG_rbcL_58;Pelagophyceae;
MT364368_1320;N2689;;;;U89898.1;Pelagophyceae;
EU677193_1237;N2802;;;;JX297813;Pelagophyceae;
MW250871_1221;N2807;;;;ptMAG_rbcL_108;Pelagophyceae;
EF113415.1_1024;N2709;;;;ptMAG_rbcL_86;Pelagophyceae;
OQ849777_1433;N2716;;;;AF015583.1;Pelagophyceae;
NC_042241_1393;N668;;;;NC_012903;Pelagophyceae;
KT625419_1276;N606;;;;MT439864.1;Pelagophyceae;
AB084335.1_1040;N619;;;;MT439865.1;Pelagophyceae;
KC145511.1_864;N495;;;;AF372696.1;Bolidophyceae;
MF101233.1_630;N498;;;;ptMAG_rbcL_26;Bolidophyceae;
GQ985404.1_988;N674;;;;KR998419.1;Bolidophyceae;
HM852436.1_649;N677;;;;AB430698.1;Bolidophyceae;
KC145513.1_863;N906;;;;ptMAG_rbcL_17;Bolidophyceae;
KT199256_1272;N828;;;;NC_027746;Bolidophyceae;
NC_029675_1366;N687;;;;AB546640.1;Bolidophyceae;
KT625421_1277;N483;;;;OM827252;Diatoms;
KT199253_1271;N486;;;;NC_038003;Diatoms;
HM852437.1_648;N462;;;;KJ577908.1;Diatoms;
HM852435.1_650;N467;;;;KC309614.1;Diatoms;
ptMAG_rbcL_188_251;N430;;;;HQ912478.1;Diatoms;
KC145516.1_862;N441;;;;KJ577892.1;Diatoms;
ptMAG_rbcL_196_259;N2840;;;;MZ542384.1;Diatoms;
EF113466.1_1007;N140;;;;KJ577880.1;Diatoms;
ptMAG_rbcL_189_252;N141;;;;MG755791;Diatoms;
ptMAG_rbcL_191_254;N1141;;;;NC_059929;Diatoms;
ptMAG_rbcL_144_207;N1130;;;;KC509521;Diatoms;
EF113472.1_1003;N2440;;;;MW561225;Diatoms;
NC_029735_1367;N2451;;;;HQ912535.1;Diatoms;
NC_029672_1364;N2358;;;;KC309581.1;Diatoms;
JQ259910.1_646;N2361;;;;HQ912516.1;Diatoms;
KY094108.1_624;N2406;;;;JX413573.1;Diatoms;
ptMAG_rbcL_192_255;N2379;;;;OP297423.1;Diatoms;
GroupDREPX154_Bin_TRCH_30_6-contigsc0055_-_rbcL_gene_3;N2215;;;;HQ912438.1;Diatoms;
ptMAG_rbcL_152_215;N2232;;;;KJ577877.1;Diatoms;
EF113470.1_1005;N2339;;;;OP297475.1;Diatoms;
NC_029673_1365;N2266;;;;OM827248;Diatoms;
KC145508.1_866;N2115;;;;MG755799;Diatoms;
NC_029670_1362;N2136;;;;OP297419.1;Diatoms;
EF113418.1_1023;N2123;;;;KJ577909.1;Diatoms;
NC_037923_1375;N2164;;;;HQ912502.1;Diatoms;
EF078303.1_1033;N2145;;;;HQ912548.1;Diatoms;
EF078314.1_1032;N1983;;;;HQ912505.1;Diatoms;
EF078375.1_1031;N1995;;;;HQ912506.1;Diatoms;
EF078381.1_1030;N2028;;;;HQ912512.1;Diatoms;
MF276976_1295;N2017;;;;JX413567.1;Diatoms;
MF276983_1298;N2035;;;;MG763887.1;Diatoms;
MF276985_1299;N2046;;;;HQ912547.1;Diatoms;
MF276980_1297;N1274;;;;MH424437.1;Diatoms;
MF276979_1296;N1279;;;;HQ912544.1;Diatoms;
KY114065_1285;N1285;;;;AB430669.1;Diatoms;
MG257492.1_562;N1288;;;;HQ912549.1;Diatoms;
ptMAG_rbcL_195_258;N1206;;;;JX413565.1;Diatoms;
KF975604.1_859;N1191;;;;HQ912503.1;Diatoms;
KT777978.1_642;N1196;;;;NC_031425;Diatoms;
MF278351.1_604;N1218;;;;HQ912517.1;Diatoms;
NC_066651_1399;N1221;;;;MF578745.1;Diatoms;
AB084332.1_1041;N1226;;;;MZ542378.1;Diatoms;
KT777983.1_641;N1943;;;;NC_025313;Diatoms;
MW191589.1_422;N1932;;;;NC_057645;Diatoms;
MW191597.1_421;N1935;;;;LC537471;Diatoms;
MF423120_1300;N1968;;;;NC_053621;Diatoms;
MK995333_1316;N1959;;;;MW845779;Diatoms;
NC_068582_1402;N1772;;;;MK642493.1;Diatoms;
KX131180_1282;N1775;;;;KC309564.1;Diatoms;
HQ246350.1_651;N1780;;;;NC_067954;Diatoms;
OR350844_1434;N1848;;;;HQ912441.1;Diatoms;
NC_036668_1226;N1819;;;;ptMAG_rbcL_31;Diatoms;
OL770103.1_321;N1866;;;;MG755808;Diatoms;
KF975603.1_860;N1879;;;;MZ542383.1;Diatoms;
NC_086754_1412;N1316;;;;MG755793;Diatoms;
MT655944.1_461;N1309;;;;NC_067957;Diatoms;
NC_086752_1411;N1337;;;;NC_024084;Diatoms;
NC_028585_1193;N1322;;;;ptMAG_rbcL_12;Diatoms;
KC145509.1_865;N1724;;;;AY604696.1;Diatoms;
NC_029671_1363;N1663;;;;KC309600.1;Diatoms;
MH735127.1_556;N1342;;;;OM827249;Diatoms;
MK257153.1_411;N1349;;;;NC_069610;Diatoms;
ptMAG_rbcL_167_230;N2639;;;;MZ542394.1;Diatoms;
NC_028583_1361;N2642;;;;KC309607.1;Diatoms;
KY407660_1438;N2646;;;;HQ912513.1;Diatoms;
DQ291132_1437;N980;;;;HQ912431.1;Diatoms;
HQ700713_1241;N988;;;;KC309610.1;Diatoms;
MN701585_1451;N965;;;;AB430661.1;Diatoms;
MN659373_1455;N941;;;;FJ002129.1;Diatoms;
NC_047431_1448;N2803;;;;AY569603.1;Diatoms;
MN659374_1454;N2808;;;;ptMAG_rbcL_29;Diatoms;
MN701588_1440;N2711;;;;OK502205.1;Diatoms;
NC_008372_1327;N2717;;;;AY569592.1;Diatoms;
ptMAG_rbcL_209_272;N2722;;;;AB430659.1;Diatoms;
ptMAG_rbcL_134_197;N607;;;;ptMAG_rbcL_14;Diatoms;
NC_042251_1394;N620;;;;KU556402.1;Diatoms;
KT355763.1_381;N499;;;;OR621302.1;Diatoms;
OP765320_1429;N506;;;;MF001961.1;Diatoms;
EF113460.1_1009;N678;;;;HQ912429.1;Diatoms;
KT833561.2_441;N681;;;;MG755794;Diatoms;
KT199250_1270;N907;;;;HQ912487.1;Diatoms;
KT355765.1_380;N896;;;;KC309573.1;Diatoms;
ptMAG_rbcL_223_286;N829;;;;HQ912428.1;Diatoms;
LC474828.1_539;N688;;;;NC_067955;Diatoms;
KT355767.1_379;N463;;;;OP297435.1;Diatoms;
EF113471.1_1004;N468;;;;OP297472.1;Diatoms;
AP018038_1234;N431;;;;MF578765.1;Diatoms;
KT833569.1_449;N442;;;;NC_038002;Diatoms;
KT355754.1_385;N445;;;;HQ912530.1;Diatoms;
KT833567.1_450;N2841;;;;MG755806;Diatoms;
KT355746.1_387;N133;;;;MG755805;Diatoms;
KT355753.1_386;N132;;;;MG755798;Diatoms;
ptMAG_rbcL_155_218;N142;;;;MK817352.1;Diatoms;
KT355769.1_378;N205;;;;AB430689.1;Diatoms;
ptMAG_rbcL_149_212;N2363;;;;AB430686.1;Diatoms;
KT355759.1_383;N2403;;;;OL855989;Diatoms;
KT355762.1_382;N2380;;;;HQ912536.1;Diatoms;
MW363991.1_409;N2216;;;;MK817338.1;Diatoms;
KT355758.1_384;N2233;;;;AB430668.1;Diatoms;
KT833573.1_448;N2340;;;;DQ514768.1;Diatoms;
KT355740.1_388;N2345;;;;ptMAG_rbcL_9;Diatoms;
ptMAG_rbcL_165_228;N2324;;;;DQ514769.1;Diatoms;
EF113406.1_1026;N2267;;;;AB831883.1;Diatoms;
HM754410.1_692;N2124;;;;ptMAG_rbcL_10;Diatoms;
MK733623.1_538;N2127;;;;HQ912426.1;Diatoms;
MK257147.1_414;N2146;;;;KJ958483;Diatoms;
MZ082103.1_338;N1985;;;;NC_025314;Diatoms;
EF113448.1_1012;N1996;;;;MT385839;Diatoms;
OQ378581.1_330;N2023;;;;AB430665.1;Diatoms;
AB022225.1_848;N2018;;;;MW679511;Diatoms;
OQ208938.1_305;N2036;;;;EF067921;Diatoms;
AB504764.1_852;N2058;;;;ptMAG_rbcL_18;Diatoms;
AB504765.1_851;N2047;;;;ptMAG_rbcL_23;Diatoms;
AB504767.1_850;N1289;;;;NC_058878;Diatoms;
AB022530.1_847;N1212;;;;OQ029502.1;Diatoms;
LC012751.1_783;N1207;;;;DQ514793.1;Diatoms;
ptMAG_rbcL_147_210;N1192;;;;ptMAG_rbcL_22;Diatoms;
ptMAG_rbcL_146_209;N1198;;;;ptMAG_rbcL_24;Diatoms;
ptMAG_rbcL_218_281;N1228;;;;DQ514791.1;Diatoms;
LC012752.1_782;N1936;;;;MW592700;Diatoms;
MK908413.1_508;N1960;;;;HM627327.1;Diatoms;
LC360495.1_619;N1963;;;;HM627328.1;Diatoms;
MF803744.1_618;N1808;;;;KJ577905.1;Diatoms;
OP902601.1_377;N1781;;;;MW324603.1;Diatoms;
LC360492.1_621;N1850;;;;HQ912493.1;Diatoms;
LC012738.1_784;N1820;;;;AB430681.1;Diatoms;
LC438451.1_542;N1827;;;;HQ912537.1;Diatoms;
LC012744.1_789;N1876;;;;JX401248.1;Diatoms;
LC683784.1_389;N1867;;;;MN473946.1;Diatoms;
MN251877.2_419;N1905;;;;KR048214.1;Diatoms;
AB434272.1_1034;N1880;;;;MN473936.1;Diatoms;
LC360493.1_620;N1317;;;;DQ514763.1;Diatoms;
EU030689.1_467;N1311;;;;NC_038004;Diatoms;
OR237985.1_303;N1323;;;;MG755792;Diatoms;
OR237990.1_302;N1330;;;;AB430675.1;Diatoms;
MK257145.1_415;N1754;;;;KR048216.1;Diatoms;
AB050484.1_1061;N1725;;;;KF701604.1;Diatoms;
AB044171.1_1062;N1721;;;;ptMAG_rbcL_27;Diatoms;
LC380395.1_557;N1664;;;;HQ656823.1;Diatoms;
AB050494.1_856;N1343;;;;KC509520;Diatoms;
ptMAG_rbcL_169_232;N1346;;;;AB430672.1;Diatoms;
OP514965.1_390;N1350;;;;MF092971.1;Diatoms;
LT854012.1_571;N1357;;;;HQ912492.1;Diatoms;
LT854010.1_572;N2648;;;;KU851892.1;Diatoms;
EF113477.1_1001;N989;;;;KJ577879.1;Diatoms;
D86837.1_1072;N943;;;;AB430684.1;Diatoms;
AB278628.1_854;N2810;;;;MF092965.1;Diatoms;
AB050492.1_857;N2713;;;;MF092946.1;Diatoms;
LC380394.1_558;N2718;;;;JN975264.1;Diatoms;
D86827.1_1075;N2796;;;;MF092979.1;Diatoms;
MF083690_1294;N2723;;;;JX413560.1;Diatoms;
NC_069043_1403;N608;;;;KU851891.1;Diatoms;
ptMAG_rbcL_179_242;N644;;;;MF092916.1;Diatoms;
AB000810.1_1071;N621;;;;MF092911.1;Diatoms;
ptMAG_rbcL_178_241;N500;;;;MF092914.1;Diatoms;
KY489662.1_545;N584;;;;MF092897.1;Diatoms;
AP012494_1230;N507;;;;MN276191;Diatoms;
AB050485.1_1060;N909;;;;KU851880.1;Diatoms;
ptMAG_rbcL_208_271;N897;;;;AB430683.1;Diatoms;
MH161344_1303;N885;;;;KU851888.1;Diatoms;
D86834.1_1073;N830;;;;MZ063791.1;Diatoms;
AB593419.1_551;N689;;;;KF701607.1;Diatoms;
D86832.1_1074;N698;;;;MH040266.1;Diatoms;
AB044160.1_1065;N470;;;;JN975260.1;Diatoms;
AB044159.1_1066;N432;;;;NC_038008;Diatoms;
LC523992_1290;N435;;;;AB430685.1;Diatoms;
AB044166.1_1063;N446;;;;JN975257.1;Diatoms;
AB044164.1_1064;N449;;;;JN975256.1;Diatoms;
LC581491.1_465;N2843;;;;MH040254.1;Diatoms;
AB175945.1_1049;N134;;;;AB430673.1;Diatoms;
AB175935.1_1050;N2853;;;;HQ912524.1;Diatoms;
AB175936.1_855;N131;;;;JN975254.1;Diatoms;
LC133513.1_658;N143;;;;OL457301.1;Diatoms;
NC_028580_1359;N146;;;;ptMAG_rbcL_32;Diatoms;
LC133510.1_659;N345;;;;ptMAG_rbcL_7;Diatoms;
KJ635642.1_773;N206;;;;HQ912457.1;Diatoms;
ptMAG_rbcL_120_183;N2364;;;;OQ694381;Diatoms;
KT625422_1218;N2381;;;;KJ577910.1;Diatoms;
AB542929.1_849;N2228;;;;ptMAG_rbcL_20;Diatoms;
ptMAG_rbcL_131_194;N2217;;;;ptMAG_rbcL_35;Diatoms;
LC322167.1_540;N2234;;;;HQ912448.1;Diatoms;
LC322166.1_541;N2249;;;;AB430682.1;Diatoms;
ptMAG_rbcL_137_200;N2342;;;;MW324625.1;Diatoms;
ptMAG_rbcL_148_211;N2347;;;;AB430692.1;Diatoms;
EF113443.1_1015;N2325;;;;MW324621.1;Diatoms;
KJ635653.1_772;N2332;;;;JX401260.1;Diatoms;
EF113476.1_1002;N2268;;;;JX401261.1;Diatoms;
OQ208934.1_307;N2133;;;;AB430678.1;Diatoms;
MK257148.1_413;N2128;;;;JN975261.1;Diatoms;
MK257149.1_412;N2147;;;;KF701608.1;Diatoms;
ptMAG_rbcL_162_225;N2152;;;;MH040265.1;Diatoms;
EF113423.1_1021;N1998;;;;HQ912498.1;Diatoms;
U80809.1_728;N2019;;;;AB430677.1;Diatoms;
MF278343.1_606;N2037;;;;JX401258.1;Diatoms;
ptMAG_rbcL_214_277;N2048;;;;JX401259.1;Diatoms;
OL310463.1_431;N1297;;;;MG684323.1;Diatoms;
ptMAG_rbcL_197_260;N1290;;;;LC753169.1;Diatoms;
ptMAG_rbcL_127_190;N1208;;;;LC753170.1;Diatoms;
ptMAG_rbcL_232_295;N1200;;;;JX401255.1;Diatoms;
ptMAG_rbcL_153_216;N1264;;;;AY257111.1;Diatoms;
GroupDREPX612_Bin_HALL_66_7-contigsc4184_-_rbcL_gene_18;N1229;;;;MG755795;Diatoms;
ptMAG_rbcL_142_205;N1965;;;;MG684331.1;Diatoms;
OP298011_1428;N1814;;;;HQ912525.1;Diatoms;
KT625418_1275;N1809;;;;HQ912485.1;Diatoms;
EF113419.1_1022;N1783;;;;HQ912499.1;Diatoms;
EF113450.1_1011;N1851;;;;OQ694379;Diatoms;
MG778185_1302;N1856;;;;OQ694380;Diatoms;
AB360756.1_555;N1822;;;;KM999082.1;Diatoms;
AB010244.1_1067;N1845;;;;AB430687.1;Diatoms;
AB010243.1_1068;N1828;;;;HQ912475.1;Diatoms;
AF089834.1_727;N1868;;;;MG684349.1;Diatoms;
AB542927.1_552;N1871;;;;AB430690.1;Diatoms;
AB010242.1_1069;N1906;;;;FJ002156.1;Diatoms;
AB010224.1_1070;N1915;;;;KR048217.1;Diatoms;
AB477057.1_553;N1881;;;;MG684348.1;Diatoms;
NC_016732_1334;N1892;;;;MK454983.1;Diatoms;
DQ313221.1_698;N1312;;;;MG684339.1;Diatoms;
AB451193.1_554;N1324;;;;MG684343.1;Diatoms;
LC066363.1_767;N1331;;;;MG684341.1;Diatoms;
KT625343.1_780;N1334;;;;JX401253.1;Diatoms;
MK257143.1_416;N1755;;;;MG684350.1;Diatoms;
AB451191.1_1044;N1760;;;;MG684337.1;Diatoms;
OQ718512.1_331;N1747;;;;MG684336.1;Diatoms;
KJ635638.1_776;N1726;;;;MG684321.1;Diatoms;
KJ635640.1_775;N1714;;;;AB430691.1;Diatoms;
OP448669_1222;N1665;;;;NC_060857;Diatoms;
MK257142.1_417;N1351;;;;OK637333;Diatoms;
KJ635641.1_774;N1354;;;;ptMAG_rbcL_28;Diatoms;
NC_042182_1392;N1358;;;;ptMAG_rbcL_34;Diatoms;
AB360758.1_853;N1379;;;;NC_061049;Diatoms;
JQ259911.1_645;N990;;;;KX981832.1;Diatoms;
EF113411.1_1025;N945;;;;FJ002142.1;Diatoms;
OK626436.1_344;N2811;;;;KX981815.1;Diatoms;
EF113465.1_1008;N2814;;;;MT432487.1;Diatoms;
JN880465.1_887;N2797;;;;FJ002139.1;Diatoms;
ptMAG_rbcL_183_246;N2791;;;;MT432485.1;Diatoms;
MN709220_1319;N2724;;;;KX981816.1;Diatoms;
EF113426.1_1020;N609;;;;KX981814.1;Diatoms;
OK626421.1_346;N662;;;;LC726298.1;Diatoms;
LC648957_1170;N645;;;;LC726300.1;Diatoms;
AB164409.1_1047;N622;;;;MW324580.1;Diatoms;
AB164408.1_1048;N629;;;;OP297418.1;Diatoms;
GroupDREPX612_Contig_10_-_rbcL_gene_19;N501;;;;OM686885.1;Diatoms;
ptMAG_rbcL_126_189;N596;;;;MT432474.1;Diatoms;
ptMAG_rbcL_44_107;N585;;;;MH064054.1;Diatoms;
GroupDREPX613_Consensus_-_rbcL_gene_20;N571;;;;PP374894.1;Diatoms;
GroupDREPX614_Annotated_Unfinished_-_rbcL_gene_21;N508;;;;KC309546.1;Diatoms;
GroupDREPX612_Contig_9_-_rbcL_gene_17;N898;;;;FJ002151.1;Diatoms;
AF041468_1154;N901;;;;KC309545.1;Diatoms;
LC648962_1174;N887;;;;KC309548.1;Diatoms;
LC648964_1176;N864;;;;KT943615.1;Diatoms;
LC648955_1169;N831;;;;HQ912458.1;Diatoms;
ptMAG_rbcL_109_172;N690;;;;KX981831.1;Diatoms;
KY860574_1163;N820;;;;HQ912390.1;Diatoms;
MK798155_1184;N699;;;;LC746289.1;Diatoms;
KT428890_1161;N471;;;;OK505011;Diatoms;
LC648958_1171;N476;;;;NC_061047;Diatoms;
LC648961_1173;N437;;;;NC_065388;Diatoms;
ptMAG_rbcL_101_164;N455;;;;MT742551;Diatoms;
LC648963_1175;N450;;;;ptMAG_rbcL_3;Diatoms;
EF508371_1157;N2844;;;;FJ002132.1;Diatoms;
AY119782.1_657;N136;;;;OR455891.1;Diatoms;
AF463411.1_716;N2877;;;;NC_014287;Diatoms;
LC648959_1172;N2854;;;;MT383642;Diatoms;
LC648950_1166;N39;;;;OK505009;Diatoms;
UnusedGroupDREPX409_Bin_EDVL_34_4-contigsc0983_-_rbcL_gene_55;N40;;;;KC509522;Diatoms;
GroupDREPX658_Annotated_unfinished_-_rbcL_gene_29;N202;;;;KR048205.1;Diatoms;
ptMAG_rbcL_71_134;N147;;;;MH794250.1;Diatoms;
UnusedGroupDREPX491_Bin_SANA_18_8-contigsc0006_-_rbcL_gene_57;N407;;;;MH794249.1;Diatoms;
GroupDREPX635_Contig_1_-_rbcL_gene_26;N346;;;;MW307289.1;Diatoms;
GroupDREPX632_Bin_SZYM_45_49-contigsc0013_-_rbcL_gene_25;N280;;;;OP191773.1;Diatoms;
GroupDREPX631_Contig_1_-_rbcL_gene_24;N207;;;;MT383638;Diatoms;
GroupDREPX630_Bin_SZYM_42_46-contigsc0015_-_rbcL_gene_23;N2365;;;;HQ912474.1;Diatoms;
GroupDREPX629_Bin_FUNE_7_15-contigsc0058_-_rbcL_gene_22;N2370;;;;MW324581.1;Diatoms;
ptMAG_rbcL_63_126;N2397;;;;OK505007;Diatoms;
LC648951_1167;N2382;;;;ptMAG_rbcL_11;Diatoms;
ptMAG_rbcL_207_270;N2218;;;;ptMAG_rbcL_16;Diatoms;
ptMAG_rbcL_70_133;N2235;;;;MK217824;Diatoms;
GroupDREPX726_Bin_ZLUT_154_6_18-contigsc0021_-_rbcL_gene_35;N2250;;;;MW853965;Diatoms;
ptMAG_rbcL_42_105;N2255;;;;MW722940;Diatoms;
LC648965_1177;N2348;;;;KR709240;Diatoms;
NC_069042_1202;N2326;;;;KJ463466.1;Diatoms;
GroupDREPX657_Contig_1_-_rbcL_gene_28;N2329;;;;MH064057.1;Diatoms;
GroupDREPX642_Annotated_unfinished_-_rbcL_gene_27;N2334;;;;MH064058.1;Diatoms;
ptMAG_rbcL_205_268;N2298;;;;KJ463464.1;Diatoms;
GroupDREPX659_Consensus_-_rbcL_gene_30;N2269;;;;ptMAG_rbcL_25;Diatoms;
ptMAG_rbcL_75_138;N2130;;;;KF733443;Diatoms;
ptMAG_rbcL_37_100;N2148;;;;MH064059.1;Diatoms;
GroupDREPX673_Consensus_-_rbcL_gene_33;N2153;;;;MH064060.1;Diatoms;
