Name,Sequence Name,Minimum,Maximum,Length,Direction
orf164 gene,Consensus,94141,94536,396,reverse
orf164 gene,Bin_ZLUT_44_2_1-contigsc0027,94318,94713,396,reverse
orf164 gene,Bin_ZLUT_29_1_36-contigsc0127,6975,7370,396,forward
orf164 gene,GroupDREPX710_Annotated_Unfinished,96233,96628,396,reverse
orf164 gene,Bin_FUNE_4_12-contigsc0035,134147,134491,345,reverse
orf164 gene,Bin_RIMV_12_3_2-contigsc0034,12151,12546,396,reverse
orf164 gene,Bin_RIMV_12_3_2-contigsc0243,10612,10956,345,forward
orf164 gene,GroupDREPX771_Annotated_Unfinished,27134,27478,345,forward
orf164 gene,Contig 2,64871,65263,393,reverse
orf164 gene,Bin_MEDD_134_5_3-contigsc0007,62170,62562,393,forward
orf164 gene,Bin_ZLUT_170_6_34-contigsc0168,60757,61146,390,reverse
orf164 gene,UnusedGroupDREPX106_Annotated_Unfinished,50562,50948,387,forward
orf164 gene,Bin_EDVL_34_4-contigsc0983,6995,7390,396,forward
orf164 gene,Bin_SANA_18_8-contigsc0006,100350,100746,397,reverse
orf164-fragment gene,UnusedGroupDREPX106_Annotated_Unfinished,27875,28219,345,forward
orf168 gene,GroupDREPX771_Annotated_Unfinished,35387,35482,96,reverse
orf206 gene,Bin_NVAL_39_45-contigsc0612,47448,47720,273,reverse
orf237a gene,Contig 1,74600,74746,147,forward
orf237a gene,Bin_VELN_32_5-contigsc0203,759,953,195,reverse
orf237a gene,GroupDREPX942_Annotated_Unfinished,42780,42941,162,reverse
orf243 gene,Contig 1,100621,101349,729,reverse
orf243 gene,Contig 3,100483,101211,729,reverse
orf243 gene,GroupDREPX658_Annotated_unfinished,635,1363,729,forward
orf243 gene,Bin_EDVL_34_4-contigsc0983,412,1140,729,forward
orf243 gene,Bin_NVAL_39_45-contigsc0612,46804,47630,827,reverse
orf243 | ycf27 gene,GroupDREPX614_Annotated_Unfinished,382,1098,717,forward
orf248 gene,Bin_VSVK_22_29-contigsc0011,8725,9186,462,reverse
orf249 gene,Bin_MEDD_45_2_3-contigsc0202,95189,95554,366,forward
orf249 gene,Bin_CEPX_5_1_13-contigsc0034,78194,78280,87,forward
orf249 gene,Bin_CEPX_12_1_2-contigsc0148,30382,30468,87,forward
orf249 gene,Bin_ZLUT_103_5_31-contigsc0251,28252,28335,84,forward
orf249 gene,Bin_TSKO_28_34-contigsc0093,82913,82996,84,reverse
orf249 gene,Bin_SZYM_18_24-contigsc0004,23890,23973,84,forward
orf249 gene,Bin_ROSX_44_5-contigsc0474,13686,13769,84,forward
orf249 gene,Bin_ROSX_18_26-contigsc0170,21341,21424,84,forward
orf249 gene,Bin_BRTL_49_5_6-contigsc0002,45609,46199,591,forward
orf249 gene,Bin_BRTL_49_5_6-contigsc0002,136929,137012,84,reverse
orf249 gene,Bin_FUNE_55_59-contigsc0038,7217,7294,78,forward
orf249 gene,Consensus,112731,112808,78,reverse
orf249 gene,Bin_MILA_54_4_1-contigsc0036,49009,49092,84,reverse
orf249 gene,Bin_GOSK_44_8-contigsc0001,49830,49919,90,reverse
orf249 gene,Contig 1,301788,301955,168,reverse
orf249 gene,Consensus,51402,51491,90,forward
orf249 gene,Contig 9,127398,128105,708,reverse
orf249 gene,Bin_MEDD_126_5_14-contigsc0015,66758,67465,708,reverse
orf249 gene,Bin_BRTL_9_2_4-contigsc0031,28458,29165,708,reverse
orf249 gene,Contig 10,81453,82160,708,reverse
orf249 gene,Contig 17,38768,39475,708,reverse
orf249 gene,Contig 18,2028,2735,708,reverse
orf249 gene,Consensus,46992,47699,708,forward
orf249 gene,GroupDREPX614_Annotated_Unfinished,19934,20533,600,forward
orf249 gene,Bin_FUNE_7_15-contigsc0058,20105,20692,588,forward
orf249 gene,Bin_SZYM_42_46-contigsc0098,13607,14194,588,forward
orf249 gene,Bin_CRUZ_15_22-contigsc0011,12959,13030,72,reverse
orf249 gene,Contig 1,20106,20705,600,forward
orf249 gene,Contig 2,88199,88786,588,reverse
orf249 gene,Contig 3,9068,9139,72,reverse
orf249 gene,Bin_SZYM_45_49-contigsc0906,9937,10008,72,forward
orf249 gene,Bin_SZYM_45_49-contigsc0013,86284,86883,600,reverse
orf249 gene,Contig 1,83732,84331,600,reverse
orf249 gene,Contig 4,19599,20198,600,forward
orf249 gene,GroupDREPX642_Annotated_unfinished,19939,20538,600,forward
orf249 gene,Contig 1,81184,81783,600,reverse
orf249 gene,Contig 3,81046,81645,600,reverse
orf249 gene,GroupDREPX658_Annotated_unfinished,20202,20801,600,forward
orf249 gene,Consensus,26762,27361,600,forward
orf249 gene,Bin_RIMV_9_2_8-contigsc0022,20239,20838,600,forward
orf249 gene,Consensus,210627,211226,600,reverse
orf249 gene,Consensus,81154,81753,600,reverse
orf249 gene,Bin_ZLUT_44_2_1-contigsc0027,81146,81745,600,reverse
orf249 gene,GroupDREPX710_Annotated_Unfinished,80806,81405,600,reverse
orf249 gene,Bin_ZLUT_154_6_18-contigsc0021,82386,82985,600,reverse
orf249 gene,Bin_FUNE_4_12-contigsc0035,180794,180994,201,reverse
orf249 gene,Bin_FUNE_4_12-contigsc0035,58518,58718,201,reverse
orf249 gene,Bin_RIMV_12_3_2-contigsc0034,42003,42203,201,reverse
orf249 gene,GroupDREPX942_Annotated_Unfinished,240988,241179,192,reverse
orf249 gene,Bin_TOTR_46_51-contigsc2053,7828,8004,177,forward
orf249 gene,Consensus,72480,72671,192,forward
orf249 gene,Bin_ZURI_16_25-contigsc0018,109161,109352,192,forward
orf249 gene,Bin_FUNE_56_6-contigsc0004,60479,60670,192,reverse
orf249 gene,Bin_EDVL_34_4-contigsc0983,20325,20924,600,forward
orf249 gene,UnusedGroupDREPX475_Annotated_Unfinished,12928,13566,639,forward
orf249 gene,Bin_SANA_18_8-contigsc0006,87294,87893,600,reverse
orf249 gene,UnusedGroupDREPX493_Annotated_Unfinished,18991,19191,201,reverse
orf249 gene,Bin_BALM_14_22-contigsc0006,34046,34138,93,forward
orf249 gene,Bin_GREF_79_4_3-contigsc0078,18557,18640,84,forward
orf249 gene,Bin_NVAL_39_45-contigsc0612,36269,36352,84,forward
orf249-fragment gene,Bin_PRSC_117_75-contigsc0020,17597,17800,204,reverse
orf249-fragment gene,Bin_ZURI_16_25-contigsc0018,53714,53905,192,forward
orf250 gene,Bin_VATT_72_75-contigsc0130,18163,18432,270,reverse
orf252 gene,Bin_FERT_9_17-contigsc0016,92794,92881,88,reverse
orf252 gene,Bin_GOSK_24_30-contigsc0079,20329,20418,90,forward
orf252 gene,Consensus,132184,132270,87,reverse
orf252 gene,Bin_MEDD_134_5_3-contigsc0007,118107,118198,92,forward
orf252 gene,Bin_BALM_14_22-contigsc0006,95188,95275,88,reverse
orf252-fragment gene,Bin_VSVK_22_29-contigsc0011,113485,113576,92,reverse
orf252-fragment gene,GroupDREPX942_Annotated_Unfinished,152042,152133,92,forward
orf252-fragment gene,Consensus,18498,18589,92,forward
orf301 gene,Bin_STIU_11_19-contigsc0197,975,1346,372,forward
orf301 gene,Bin_VATT_72_75-contigsc0130,18350,18562,213,reverse
orf327 | psb30 gene,GroupDREPX771_Annotated_Unfinished,60651,60755,105,reverse
orf372 gene,Bin_VSVK_22_29-contigsc0011,100072,100377,306,forward
orf403 gene,Contig 9,50255,51406,1152,reverse
orf403 gene,Bin_LUGA_27_5_1-contigsc0073,3871,5022,1152,reverse
orf403 gene,Contig 10,4465,5646,1182,reverse
orf403 gene,Consensus,126261,127388,1128,forward
orf403 gene,GroupDREPX614_Annotated_Unfinished,98957,100108,1152,forward
orf403 gene,Bin_FUNE_7_15-contigsc0058,103674,104784,1111,forward
orf403 gene,Bin_SZYM_42_46-contigsc1109,518,1687,1170,forward
orf403 gene,Bin_SZYM_42_46-contigsc0015,3519,4478,960,reverse
orf403 gene,Contig 1,104584,105543,960,forward
orf403 gene,Bin_SZYM_45_49-contigsc0013,1463,2422,960,reverse
orf403 gene,Contig 1,130977,131912,936,forward
orf403 gene,GroupDREPX642_Annotated_unfinished,97587,98708,1122,forward
orf403 gene,Contig 1,3373,4494,1122,reverse
orf403 gene,GroupDREPX658_Annotated_unfinished,97634,98560,927,forward
orf403 gene,Consensus,104148,105107,960,forward
orf403 gene,Bin_RIMV_9_2_8-contigsc0022,98784,99710,927,forward
orf403 gene,Consensus,3108,4043,936,reverse
orf403 gene,Bin_ZLUT_44_2_1-contigsc0027,3111,4278,1168,reverse
orf403 gene,GroupDREPX710_Annotated_Unfinished,2923,3849,927,reverse
orf403 gene,Bin_ZLUT_154_6_18-contigsc0021,3238,4197,960,reverse
orf403 gene,Bin_EDVL_34_4-contigsc0983,99122,100048,927,forward
orf403 gene,Bin_SANA_18_8-contigsc0006,8865,9788,924,reverse
orf404a gene,Contig 1,51572,52724,1153,forward
orf450 gene,GroupDREPX642_Annotated_unfinished,1228,1305,78,forward
orf450 gene,Bin_RIMV_12_3_2-contigsc0034,18335,18412,78,reverse
ORF456 gene,Contig 1,57531,58737,1207,forward
orf555 gene,Consensus,52147,52611,465,reverse
orf583 gene,Consensus,51844,52287,444,reverse
ORF614 gene,Bin_GOSK_24_30-contigsc0282,9694,9741,48,reverse
orf645 gene,Bin_KAST_5_13-contigsc1334,9277,9312,36,forward
orf854 gene,Bin_STIU_11_19-contigsc0302,4065,6020,1956,forward
orf980 gene,Bin_TRCH_30_6-contigsc0055,16178,16379,202,reverse
orf1036 gene,Bin_GOSK_44_8-contigsc0001,56305,66697,10393,reverse
orf1036 gene,Bin_GOSK_24_30-contigsc0042,36624,40497,3874,forward
orf1036 gene,Bin_FUNE_7_15-contigsc0058,105714,105883,170,forward
orf1036 gene,Bin_GREF_79_4_3-contigsc0078,69304,70198,895,reverse
orf1036 gene,Bin_LAND_16_3_1-contigsc0006,51250,69581,18332,reverse
orf1256 gene,Contig 1,100091,104205,4115,forward
orf1256 gene,GroupDREPX942_Annotated_Unfinished,7101,7145,45,reverse
orf1491 gene,Bin_TRCH_30_6-contigsc0055,17852,18246,395,reverse
orf1491 gene,Bin_KUCX_52_4_22-contigsc0217,9042,9505,464,reverse
orf1491 gene,Bin_PIBR_42_47-contigsc0248,48392,83894,35503,forward
orf1819 gene,Bin_GOSK_44_8-contigsc0001,47307,48761,1455,forward
pafI gene,Bin_ZLUT_85_5_14-contigsc0836,22375,22884,510,reverse
pafI gene,Bin_MEDD_45_2_3-contigsc0202,128251,128760,510,forward
pafI gene,Bin_MEDD_45_2_3-contigsc0202,45195,45704,510,reverse
pafI gene,Contig 1,92057,93350,1294,forward
pafI gene,Consensus,70994,71497,504,forward
pafI gene,Bin_CEPX_5_1_13-contigsc0034,66324,66827,504,reverse
pafI gene,Bin_CEPX_12_1_2-contigsc0148,18521,19024,504,reverse
pafI gene,Bin_FERT_9_17-contigsc0016,68708,69211,504,reverse
pafI gene,Bin_ZLUT_103_5_31-contigsc0251,86647,87150,504,reverse
pafI gene,Bin_SZYM_18_24-contigsc0004,79536,80039,504,reverse
pafI gene,Bin_ROSX_18_26-contigsc0170,76988,77491,504,reverse
pafI gene,Bin_BRTL_49_5_6-contigsc0002,21920,22426,507,reverse
pafI gene,Bin_BRTL_49_5_6-contigsc0002,80865,81368,504,forward
pafI gene,Bin_VSVK_22_29-contigsc0011,87923,88426,504,reverse
pafI gene,Consensus,58743,59246,504,forward
pafI gene,Bin_MILA_54_4_1-contigsc0036,24555,25058,504,reverse
pafI gene,Bin_BALM_20_28-contigsc0274,8066,8569,504,reverse
pafI gene,Contig 1,16711,17214,504,reverse
pafI gene,Bin_GOSK_44_8-contigsc0001,85083,85586,504,reverse
pafI gene,Bin_GOSK_24_30-contigsc0042,17735,18238,504,forward
pafI gene,Contig 9,89832,90353,522,forward
pafI gene,Bin_MAJC_58_4_11-contigsc0123,36506,37027,522,forward
pafI gene,Bin_HALL_66_7-contigsc4184,89,598,510,forward
pafI gene,Bin_HALL_66_7-contigsc0263,2480,2989,510,reverse
pafI gene,Contig 10,43939,44460,522,forward
pafI gene,Consensus,87197,87718,522,reverse
pafI gene,GroupDREPX614_Annotated_Unfinished,59937,60458,522,reverse
pafI gene,Bin_FUNE_7_15-contigsc0058,63811,64332,522,reverse
pafI gene,Bin_SZYM_42_46-contigsc0015,43967,44478,512,forward
pafI gene,Contig 1,64402,64923,522,reverse
pafI gene,Contig 2,43978,44499,522,forward
pafI gene,Bin_SZYM_45_49-contigsc0013,42104,42625,522,forward
pafI gene,GroupDREPX642_Annotated_unfinished,59608,60129,522,reverse
pafI gene,Contig 1,41945,42466,522,forward
pafI gene,Contig 3,41808,42329,522,forward
pafI gene,GroupDREPX658_Annotated_unfinished,59526,60047,522,reverse
pafI gene,Consensus,66110,66630,521,reverse
pafI gene,Bin_RIMV_9_2_8-contigsc0022,60689,61210,522,reverse
pafI gene,Consensus,41771,42292,522,forward
pafI gene,Consensus,171244,171765,522,forward
pafI gene,Bin_ZLUT_44_2_1-contigsc0027,41675,42196,522,forward
pafI gene,Bin_ZLUT_29_1_36-contigsc0127,59486,60007,522,reverse
pafI gene,GroupDREPX710_Annotated_Unfinished,41372,41893,522,forward
pafI gene,Bin_ZLUT_154_6_18-contigsc0021,42974,43495,522,forward
pafI gene,Bin_PRSC_117_75-contigsc0020,21336,21845,510,reverse
pafI gene,Bin_FUNE_4_12-contigsc0035,66713,67224,512,reverse
pafI gene,GroupDREPX771_Annotated_Unfinished,84403,84909,507,reverse
pafI gene,GroupDREPX938_Annotated_Unfinished,71980,72489,510,forward
pafI gene,GroupDREPX942_Annotated_Unfinished,27133,28469,1337,reverse
pafI gene,GroupDREPX942_Annotated_Unfinished,207152,207658,507,reverse
pafI gene,Consensus,21313,21822,510,reverse
pafI gene,Consensus,74248,74757,510,forward
pafI gene,Bin_PIBR_65_68-contigsc2109,10215,10724,510,forward
pafI gene,Bin_CERT_28_34-contigsc0002,113523,114032,510,forward
pafI gene,Consensus,185119,185628,510,forward
pafI gene,Consensus,22134,22643,510,reverse
pafI gene,Consensus,106358,106867,510,forward
pafI gene,Bin_PIBR_42_47-contigsc0248,39426,39935,510,reverse
pafI gene,Bin_FUNE_56_6-contigsc0004,26342,26842,501,reverse
pafI gene,Contig 2,137130,137633,504,reverse
pafI gene,Contig 2,44790,45293,504,reverse
pafI gene,Bin_MEDD_134_5_3-contigsc0007,82140,82643,504,forward
pafI gene,Bin_ZLUT_170_6_34-contigsc0168,40392,40895,504,reverse
pafI gene,UnusedGroupDREPX106_Annotated_Unfinished,77355,77858,504,reverse
pafI gene,Bin_EDVL_34_4-contigsc0983,61072,61584,513,reverse
pafI gene,Bin_SANA_18_8-contigsc0006,47810,48331,522,forward
pafI gene,UnusedGroupDREPX493_Annotated_Unfinished,60386,60889,504,forward
pafI gene,Bin_BALM_14_22-contigsc0006,25254,25751,498,forward
pafI gene,Bin_GREF_79_4_3-contigsc0078,44346,44849,504,forward
pafI gene,Bin_NVAL_39_45-contigsc0612,24893,25390,498,forward
pafI gene,Bin_LAND_16_3_1-contigsc0006,102085,102583,499,forward
pafI-fragment gene,Consensus,138323,138811,489,reverse
pafI-fragment gene,Bin_PIBR_42_47-contigsc0248,97608,98117,510,forward
pafII gene,Bin_MEDD_45_2_3-contigsc0202,85146,85706,561,reverse
pafII gene,Bin_MEDD_45_2_3-contigsc0202,88273,88809,537,forward
pafII gene,Contig 1,25825,26379,555,reverse
pafII gene,Consensus,69416,70081,666,forward
pafII gene,Bin_TRCH_30_6-contigsc0055,13540,14091,552,reverse
pafII gene,Bin_FERT_9_17-contigsc0016,49644,50195,552,forward
pafII gene,Bin_ZLUT_103_5_31-contigsc0251,64068,64604,537,forward
pafII gene,Bin_TSKO_28_34-contigsc0093,46707,47243,537,reverse
pafII gene,Bin_SZYM_18_24-contigsc0004,59643,60179,537,forward
pafII gene,Bin_ROSX_44_5-contigsc0474,49439,49975,537,forward
pafII gene,Bin_ROSX_18_26-contigsc0170,57094,57630,537,forward
pafII gene,Bin_BRTL_49_5_6-contigsc0002,100726,101262,537,reverse
pafII gene,Bin_VSVK_22_29-contigsc0011,68385,68921,537,forward
pafII gene,Consensus,76648,77197,550,reverse
pafII gene,Bin_MILA_54_4_1-contigsc0036,6633,7184,552,forward
pafII gene,Contig 2,4935,5486,552,reverse
pafII gene,Bin_GOSK_44_8-contigsc0001,65268,65819,552,forward
pafII gene,Bin_GOSK_24_30-contigsc0042,37502,38053,552,reverse
pafII gene,Consensus,24295,24864,570,reverse
pafII gene,Contig 9,63490,64053,564,reverse
pafII gene,Bin_MEDD_126_5_14-contigsc0015,2973,3536,564,reverse
pafII gene,Bin_MAJC_58_4_11-contigsc0123,10164,10727,564,reverse
pafII gene,Consensus,113483,114050,568,forward
pafII gene,GroupDREPX614_Annotated_Unfinished,86240,86807,568,forward
pafII gene,Bin_FUNE_7_15-contigsc0058,91387,91908,522,forward
pafII gene,Bin_SZYM_42_46-contigsc0015,16378,16905,528,reverse
pafII gene,Contig 1,92044,92595,552,forward
pafII gene,Bin_SZYM_45_49-contigsc0013,14405,14956,552,reverse
pafII gene,Contig 1,118711,119238,528,forward
pafII gene,GroupDREPX642_Annotated_unfinished,84948,85499,552,forward
pafII gene,Bin_VATT_72_75-contigsc1264,1976,2533,558,reverse
pafII gene,Contig 1,16575,17126,552,reverse
pafII gene,Contig 3,16438,16989,552,reverse
pafII gene,GroupDREPX658_Annotated_unfinished,84984,85514,531,forward
pafII gene,Consensus,91429,91980,552,forward
pafII gene,Bin_RIMV_9_2_8-contigsc0022,86218,86754,537,forward
pafII gene,Consensus,145542,146069,528,reverse
pafII gene,Consensus,16069,16596,528,reverse
pafII gene,GroupDREPX710_Annotated_Unfinished,15890,16441,552,reverse
pafII gene,Bin_ZLUT_154_6_18-contigsc0021,16446,16997,552,reverse
pafII gene,Bin_CEPX_20_1_27-contigsc0300,7264,7800,537,reverse
pafII gene,Bin_RIMV_12_3_2-contigsc0320,611,1147,537,forward
pafII gene,GroupDREPX942_Annotated_Unfinished,249200,249736,537,reverse
pafII gene,Consensus,34188,34739,552,forward
pafII gene,Bin_CERT_28_34-contigsc0002,44691,45253,563,reverse
pafII gene,Bin_CERT_28_34-contigsc0002,72590,73141,552,forward
pafII gene,Consensus,144186,144737,552,forward
pafII gene,Consensus,63082,63633,552,reverse
pafII gene,Consensus,65967,66507,541,forward
pafII gene,Bin_ZURI_16_25-contigsc0018,47142,47693,552,forward
pafII gene,Bin_FUNE_56_6-contigsc0004,66551,67081,531,reverse
pafII gene,Contig 2,76186,76707,522,reverse
pafII gene,Bin_MEDD_134_5_3-contigsc0007,50721,51242,522,forward
pafII gene,UnusedGroupDREPX106_Annotated_Unfinished,97614,97997,384,forward
pafII gene,Bin_EDVL_34_4-contigsc0983,86368,86892,525,forward
pafII gene,UnusedGroupDREPX475_Annotated_Unfinished,105286,105873,588,reverse
pafII gene,Bin_SANA_18_8-contigsc0006,21897,22421,525,reverse
pafII gene,Bin_BALM_14_22-contigsc0006,56753,57292,540,reverse
pafII gene,Bin_GREF_79_4_3-contigsc0078,64282,64833,552,reverse
pbf1 gene,Bin_MEDD_45_2_3-contigsc0202,96576,96710,135,forward
pbf1 gene,Bin_MEDD_45_2_3-contigsc0202,77245,77379,135,reverse
pbf1 gene,Contig 1,37269,37400,132,reverse
pbf1 gene,Consensus,95648,95782,135,reverse
pbf1 gene,Bin_BALM_36_42-contigsc3070,3134,3180,47,forward
pbf1 gene,Bin_TRCH_30_6-contigsc0055,112857,112991,135,reverse
pbf1 gene,Bin_CEPX_5_1_13-contigsc0034,114119,114253,135,forward
pbf1 gene,Bin_FERT_9_17-contigsc0016,42211,42345,135,reverse
pbf1 gene,Bin_ZLUT_103_5_31-contigsc0251,53779,53913,135,reverse
pbf1 gene,Bin_TSKO_28_34-contigsc0093,57399,57533,135,forward
pbf1 gene,Bin_SZYM_18_24-contigsc0004,49353,49487,135,reverse
pbf1 gene,Bin_ROSX_44_5-contigsc0474,39149,39283,135,reverse
pbf1 gene,Bin_ROSX_18_26-contigsc0170,46804,46938,135,reverse
pbf1 gene,Bin_BRTL_49_5_6-contigsc0002,111417,111551,135,forward
pbf1 gene,Bin_BRTL_49_5_6-contigsc0002,5779,5910,132,forward
pbf1 gene,Bin_VSVK_22_29-contigsc0011,59295,59429,135,reverse
pbf1 gene,Bin_FUNE_55_59-contigsc0038,33861,33995,135,reverse
pbf1 gene,Consensus,86437,86571,135,forward
pbf1 gene,Bin_MILA_54_4_1-contigsc0036,102290,102424,135,reverse
pbf1 gene,Bin_GOSK_44_8-contigsc0001,24611,24745,135,forward
pbf1 gene,Consensus,58340,58474,135,reverse
pbf1 gene,Contig 9,125877,126008,132,reverse
pbf1 gene,Bin_MEDD_126_5_14-contigsc0015,65286,65417,132,reverse
pbf1 gene,Bin_BRTL_9_2_4-contigsc0031,26958,27089,132,reverse
pbf1 gene,Contig 10,79953,80084,132,reverse
pbf1 gene,Contig 17,37268,37399,132,reverse
pbf1 gene,Contig 18,361,492,132,reverse
pbf1 gene,Consensus,49089,49220,132,forward
pbf1 gene,GroupDREPX614_Annotated_Unfinished,21436,21558,123,forward
pbf1 gene,Bin_FUNE_7_15-contigsc0058,21621,21744,124,forward
pbf1 gene,Bin_SZYM_42_46-contigsc0098,15112,15235,124,forward
pbf1 gene,Bin_SZYM_42_46-contigsc0015,86315,86438,124,reverse
pbf1 gene,Contig 1,21610,21733,124,forward
pbf1 gene,Contig 2,87145,87268,124,reverse
pbf1 gene,Bin_SZYM_45_49-contigsc0013,85267,85390,124,reverse
pbf1 gene,Contig 1,82722,82845,124,reverse
pbf1 gene,Contig 3,83997,84120,124,reverse
pbf1 gene,Contig 4,21087,21210,124,forward
pbf1 gene,GroupDREPX642_Annotated_unfinished,21424,21547,124,forward
pbf1 gene,Contig 1,80160,80283,124,reverse
pbf1 gene,Contig 3,80022,80145,124,reverse
pbf1 gene,Contig 4,3752,3875,124,reverse
pbf1 gene,GroupDREPX658_Annotated_unfinished,21702,21825,124,forward
pbf1 gene,Consensus,28263,28386,124,forward
pbf1 gene,Bin_RIMV_9_2_8-contigsc0022,21747,21869,123,forward
pbf1 gene,Consensus,209612,209735,124,reverse
pbf1 gene,Consensus,80139,80262,124,reverse
pbf1 gene,Bin_ZLUT_44_2_1-contigsc0027,80121,80243,123,reverse
pbf1 gene,Bin_ZLUT_29_1_36-contigsc0127,21439,21561,123,forward
pbf1 gene,GroupDREPX710_Annotated_Unfinished,79790,79912,123,reverse
pbf1 gene,Bin_ZLUT_154_6_18-contigsc0021,81366,81488,123,reverse
pbf1 gene,Bin_PRSC_117_75-contigsc0020,16452,16586,135,reverse
pbf1 gene,Bin_FUNE_4_12-contigsc0035,60516,60647,132,forward
pbf1 gene,Bin_FUNE_4_12-contigsc0035,182792,182923,132,forward
pbf1 gene,Bin_RIMV_12_3_2-contigsc0034,44001,44132,132,forward
pbf1 gene,GroupDREPX771_Annotated_Unfinished,66714,66845,132,forward
pbf1 gene,GroupDREPX942_Annotated_Unfinished,239813,239947,135,reverse
pbf1 gene,GroupDREPX942_Annotated_Unfinished,89409,89540,132,reverse
pbf1 gene,Consensus,72678,72812,135,reverse
pbf1 gene,Bin_TOTR_46_51-contigsc0628,9668,9802,135,reverse
pbf1 gene,Consensus,42034,42168,135,forward
pbf1 gene,Bin_CERT_28_34-contigsc0002,80456,80590,135,forward
pbf1 gene,Consensus,152052,152186,135,forward
pbf1 gene,Consensus,55633,55767,135,reverse
pbf1 gene,Consensus,73786,73920,135,forward
pbf1 gene,Bin_FUNE_56_6-contigsc0004,59382,59516,135,reverse
pbf1 gene,Contig 2,87833,87964,132,forward
pbf1 gene,Bin_MEDD_134_5_3-contigsc0007,39462,39593,132,reverse
pbf1 gene,Bin_ZLUT_170_6_34-contigsc0168,84091,84222,132,forward
pbf1 gene,Bin_EDVL_34_4-contigsc0983,22597,22720,124,forward
pbf1 gene,UnusedGroupDREPX475_Annotated_Unfinished,14519,14677,159,forward
pbf1 gene,Bin_SANA_18_8-contigsc0006,85929,86051,123,reverse
pbf1 gene,UnusedGroupDREPX493_Annotated_Unfinished,24182,24307,126,reverse
pbf1 gene,Bin_BALM_14_22-contigsc0006,63993,64127,135,forward
pbf1 gene,Bin_GREF_79_4_3-contigsc0078,74890,75024,135,forward
pbf1 gene,Bin_NVAL_39_45-contigsc0612,79583,79717,135,forward
pbf1 gene,Bin_LAND_16_3_1-contigsc0006,43896,44030,135,reverse
pbf1-fragment gene,Consensus,134685,134819,135,forward
pbf1-fragment gene,Bin_ZURI_16_25-contigsc0018,110329,110388,60,forward
pbsA gene,Bin_MEDD_126_5_14-contigsc0015,34800,35509,710,reverse
pbsA gene,Consensus,81533,82242,710,forward
pbsA gene,GroupDREPX614_Annotated_Unfinished,54279,54988,710,forward
pbsA gene,Bin_FUNE_7_15-contigsc0058,56409,57086,678,forward
pbsA gene,Bin_SZYM_42_46-contigsc0015,51172,51849,678,reverse
pbsA gene,Contig 2,51341,52018,678,reverse
pbsA gene,Bin_SZYM_45_49-contigsc0013,49493,50170,678,reverse
pbsA gene,Contig 4,56684,57355,672,forward
pbsA gene,GroupDREPX642_Annotated_unfinished,54004,54696,693,forward
pbsA gene,Contig 1,47367,48070,704,reverse
pbsA gene,Contig 3,47230,47933,704,reverse
pbsA gene,GroupDREPX658_Annotated_unfinished,53964,54647,684,forward
pbsA gene,Consensus,60503,61177,675,forward
pbsA gene,Bin_RIMV_9_2_8-contigsc0022,55112,55789,678,forward
pbsA gene,Consensus,176688,177374,687,reverse
pbsA gene,Consensus,47215,47901,687,reverse
pbsA gene,Bin_ZLUT_44_2_1-contigsc0027,47075,47759,685,reverse
pbsA gene,Bin_ZLUT_29_1_36-contigsc0127,53923,54607,685,forward
pbsA gene,GroupDREPX710_Annotated_Unfinished,46772,47456,685,reverse
pbsA gene,Bin_ZLUT_154_6_18-contigsc0021,48394,49072,679,reverse
pbsA gene,Bin_PIBR_42_47-contigsc0248,6336,6392,57,reverse
pbsA gene,Bin_EDVL_34_4-contigsc0983,55416,56069,654,forward
pbsA gene,Bin_SANA_18_8-contigsc0006,53222,53887,666,reverse
pbsC gene,Bin_FERT_9_17-contigsc0016,66016,67458,1443,forward
pbsC gene,Bin_ZLUT_103_5_31-contigsc0251,84102,85553,1452,forward
pbsC gene,Bin_SZYM_18_24-contigsc0004,76991,78442,1452,forward
pbsC gene,Bin_BRTL_49_5_6-contigsc0002,82462,83913,1452,reverse
pbsC gene,Bin_BRTL_49_5_6-contigsc0002,2152,3586,1435,forward
pbsC gene,Contig 17,59127,59747,621,reverse
pbsC gene,Bin_SZYM_42_46-contigsc0015,105575,105661,87,reverse
pbsC gene,Contig 2,105726,106433,708,reverse
pbsC gene,Contig 3,103015,103101,87,reverse
pbsC gene,Bin_RIMV_9_2_8-contigsc0022,2534,2620,87,forward
pbsC gene,Bin_CERT_28_34-contigsc0002,17911,19362,1452,forward
pbsC gene,Bin_MEDD_134_5_3-contigsc0007,64639,65769,1131,reverse
pbsC gene,Bin_MEDD_134_5_3-contigsc0007,18381,19037,657,reverse
pcb gene,Bin_CEPX_5_1_13-contigsc0034,112077,113603,1527,forward
pcb gene,Bin_ZLUT_103_5_31-contigsc0251,51640,53166,1527,forward
pcb gene,Bin_TSKO_28_34-contigsc0093,58146,59672,1527,reverse
pcb gene,Bin_SZYM_18_24-contigsc0004,47214,48740,1527,forward
pcb gene,Bin_ROSX_44_5-contigsc0474,37010,38536,1527,forward
pcb gene,Bin_ROSX_18_26-contigsc0170,44665,46191,1527,forward
pcb gene,Bin_BRTL_49_5_6-contigsc0002,112164,113690,1527,reverse
pcb gene,Bin_MILA_54_4_1-contigsc0036,100261,101787,1527,forward
pcb gene,Bin_GOSK_44_8-contigsc0001,25511,27037,1527,reverse
